text,label_id,label,display_name,source_type,text_length,word_count
Missing/incomplete/invalid narrative explaining/describing this treatment/treatment.,8,documentation,Documentation,official_rarc,84,5
Adjudication message: Clinical criteria were not met for the billed procedure; Please review before resubmission; action: attach support if available. [audit reference REF000252],6,medical_necessity,Medical Necessity,synthetic_rarc_style,178,23
Payer response: Medical necessity review determined the service was not justified. Additional follow-up is required. (DOS 2023-12-06) [case reference REF000082],6,medical_necessity,Medical Necessity,synthetic_rarc_style,160,20
Remark: Medicare contractor requested records were not received. Validate supporting information before appeal. (encounter ENC86938) action: attach support if available. [case reference REF000827],8,documentation,Documentation,synthetic_rarc_style,196,23
Payer response: Payer records show this claim line was already adjudicated; Correct and resubmit if appropriate; action: confirm payer rule. [claim reference REF000211],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,168,23
Denial reason: Claim denied because the benefit category does not cover this service. Additional follow-up is required. (claim ID CLM000293) action: attach support if available. [prebill reference REF000293],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,207,28
More than one Electronic Visit Verification record exists for the date and time of this claim line.,3,duplicate_claim,Duplicate Claim,official_rarc,99,17
"Denial reason: Authorization was denied before claim submission. Additional follow-up is required. (claim ID CLM000320) status: analyst review recommended. Coding was reviewed, but payer edits may still require follow-up. [case reference REF000320]",2,authorization,Authorization / Referral,synthetic_rarc_style,248,32
Denial reason: Claim denied because the benefit category does not cover this service. Validate supporting information before appeal. [review reference REF000288],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,161,21
Secondary health plan cannot process without primary health plan adjudication. Validate supporting information before appeal. (review batch B107) [review reference REF000413],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,174,21
The code billed is not payable with the submitted modifier. Validate supporting information before appeal. (payer edit EDT-763) [prebill reference REF000281],1,coding_error,Coding Error,synthetic_rarc_style,157,21
Claim review note: Coverage policy excludes the billed procedure. Please review before resubmission. (claim ID CLM000404) [review reference REF000404],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,150,19
The code billed is not payable with the submitted modifier. Please review before resubmission. (claim line 10) [case reference REF000058],1,coding_error,Coding Error,synthetic_rarc_style,137,20
Denial reason: Secondary Medicare contractor cannot process without primary Medicare contractor adjudication; Please review before resubmission; (review batch B913) action: attach support if available. [claim reference REF000416],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,229,27
"Payer response: Submitted information does not meet coverage determination criteria. Validate supporting information before appeal. No duplicate was confirmed during intake, but adjudication notes still require review. [case reference REF000227]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,245,30
"The information furnished does not substantiate the need for this level of encounter. If you believe the encounter should have been fully covered as billed, or if you did not know and could not reasonably have been expected to know that we would not pay for this level of encounter, or if you notified the claimant in writing in advance that we would not pay for this level of encounter and he/she agreed in writing to pay, ask us to review your claim within 120 days of the date of this notice. If you do not request an appeal, we will, upon application from the claimant, reimburse him/her for the amount you have collected from him/her in excess of any deductible and coinsurance amounts. We will recover the reimbursement from you as an overpayment.",6,medical_necessity,Medical Necessity,official_rarc,753,134
Procedure denied because payment already made for same/similar procedure within set time frame.,3,duplicate_claim,Duplicate Claim,official_rarc,95,13
"medicare secondary payer information is required. please review before resubmission. Other insurance information may be current, but payer sequencing should be checked. [prebill reference REF000158]",7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,198,25
"Remark: Clinical notes are insufficient to validate the svc. Validate supporting information before appeal. action: verify before resubmission. Coverage appears active, but another payer rule may still apply. [prebill reference REF000030]",8,documentation,Documentation,synthetic_rarc_style,238,31
"Payer response: Submission did not meet Medicare contractor processing requirements. Validate supporting information before appeal. (encounter ENC49364) action: attach support if available. Documentation may be available, but the record should be confirmed. [prebill reference REF000476]",9,other,Other Administrative,synthetic_rarc_style,287,35
Remark: Claim denied because the benefit category does not cover this claim line. Validate supporting information before appeal. (encounter ENC82410) action: verify before resubmission. [claim reference REF000239],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,213,27
"Denial reason: Beneficiary eligibility could not be verified for this claim. Route to the responsible RCM workqueue. (claim line 5) status: analyst review recommended. Authorization details may be present, but the claim still needs validation. [audit reference REF000146]",0,eligibility,Eligibility / Coverage,synthetic_rarc_style,271,38
"Payer records do not show authorization for this claim. Validate supporting information before appeal. (payer edit EDT-372) The service may be covered, but another denial condition should be reviewed. [audit reference REF000198]",2,authorization,Authorization / Referral,synthetic_rarc_style,228,32
Adjudication message: bnft limitations do not allow payment for this encounter. Route to the responsible RCM workqueue. (claim ID CLM000052) action: attach support if available. [claim reference REF000052],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,205,28
"Payer response: Payer requested records were not received. Additional follow-up is required. Other insurance information may be current, but payer sequencing should be checked. [claim reference REF000407]",8,documentation,Documentation,synthetic_rarc_style,204,27
